Name,Age,2024 Net Worth,Industry,Source of Wealth,Title,Organization,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,Marital Status,Children,Education
Xiang Guangming & family,60,$1.5B,Manufacturing,Waste disposal,Chairman,Shanghai-listed Zhejiang Weiming Environment Protection.,TRUE,,,"Wenzhou, China",China,M,Married,N/A,N/A
Xu Chuanhua & family,89,$1.5B,Manufacturing,"Chemicals, logistics",Founder,Transfar Group,TRUE,,,"Hangzhou, China",China,M,Married,2,N/A
Xu Zhenhua,N/A,$1.5B,Media & Entertainment,Online games,Co-Founder,Moonton,TRUE,,,"Shanghai, China",China,M,N/A,N/A,N/A
Xue Xiangdong & family,65,$1.5B,Technology,Software,Chairman,Shenzhen-listed DHC Software,TRUE,,,"Beijing, China",China,M,Married,N/A,"Bachelor of Arts/Science, Hunan University"
Hisako Yamamoto,N/A,$1.5B,Fashion & Retail,Retail,N/A,N/A,FALSE,,,"Tokyo, Japan",Japan,F,N/A,N/A,N/A
Yi Dasheng,63,$1.5B,Diversified,Conglomerate,owner,Hunan Fortune Group,TRUE,,,"Changsha, China",China,M,N/A,N/A,N/A
Justin Yuan,N/A,$1.5B,Media & Entertainment,Online games,CEO,"Moonton Games,",TRUE,,,"Shanghai, China",China,M,N/A,N/A,"Bachelor of Science, Tongji University"
Yuan Zhongxue,68,$1.5B,Manufacturing,Tires,Chairperson,Chinese tire manufacturer Sailun,TRUE,,,"Qingdao, China",China,M,N/A,N/A,N/A
Christoph Zeller,66,$1.5B,Healthcare,Dental materials,Owner,Ivoclar Vivadent,FALSE,,,"Vaduz, Liechtenstein",Liechtenstein,M,Married,N/A,N/A
Ivan Zhao,37,$1.5B,Technology,Software,"CEO , original founder",productivity software company Notion,TRUE,,,"San Francisco, California",Canada,M,N/A,N/A,"Bachelor of Science, University of British Columbia"
Brett Adcock,38,$1.4B,Technology,Robots,CEO & founder,Figure,TRUE,,,"Palo Alto, California",United States,M,Married,2,"Bachelor of Business Administration, University of Florida"
Noubar Afeyan,61,$1.4B,Healthcare,Biotech,co-founder,biotechnology company Moderna,TRUE,10,1,"Lexington, Massachusetts",United States,M,Married,N/A,"Doctorate, Massachusetts Institute of Technology; Bachelor of Science, McGill University"
Radhe Shyam Agarwal,79,$1.4B,Fashion & Retail,consumer goods,"co-founder , executive chairman","Emami, a global group of company engaged in the business of FMCG",TRUE,,,"Kolkata, India",India,M,Married,3,"Bachelor of Laws, Calcutta University; M.Com, Calcutta University; Chartered Accountant, Institute of Chartered Accountants of India; Company Secretary, Institute of Company Secretaries of India"
Hamdi Akin & family,69,$1.4B,Diversified,Diversified,chairman,Akfen Holding,TRUE,,,"Istanbul, Turkey",Turkey,M,Divorced,3,"Bachelor of Science, Gazi University"
Patricia Angelini Rossi,70,$1.4B,Diversified,"Forestry, mining",N/A,N/A,FALSE,,,"Santiago, Chile",Chile,F,Married,3,"Bachelor of Fine Arts, New York University"
Jose Maria Aristrain,61,$1.4B,Metals & Mining,Steel,Owner,steelmaker Arcelor,FALSE,,,"Gstaad, Switzerland",Spain,M,Married,1,N/A
Ziv Aviram,65,$1.4B,Automotive,Automotive technology,President,"Orcam, Inc.",TRUE,,,"Mevaseret Zion, Israel",Israel,M,N/A,N/A,"Bachelor of Science, Ben Gurion University of the Negev"
Tope Awotona,42,$1.4B,Technology,Software,CEO,Calendly,TRUE,,,"Atlanta, Georgia",United States,M,Married,N/A,"Bachelor of Business Administration, The University Of Georgia"
Binny Bansal,41,$1.4B,Technology,Flipkart,Former chief operating officer,N/A,TRUE,,,"Singapore, Singapore",India,M,Married,2,"Bachelor of Science in Engineering, Indian Institute of Technology"
Kiki Barki,84,$1.4B,Energy,Coal,founder,Harum Energy Tbk PT,TRUE,,,"Jakarta, Indonesia",Indonesia,M,Married,4,"Bachelor of Science in Engineering, Beijing University"
Othman Benjelloun & family,91,$1.4B,Finance & Investments,"Banking, insurance",CEO,BMCE Bank,FALSE,,,"Casablanca, Morocco",Morocco,M,Married,2,"Diploma, Ecole Polytechnique de Lausanne"
Anna Maria Braun,45,$1.4B,Healthcare,Medical technology,CEO,B. Braun Melsungen,FALSE,,,"Melsungen, Germany",Germany,F,Married,2,"Master of Laws, Georgetown University"
Johanna Braun,44,$1.4B,Healthcare,Medical technology,Owner,B. Braun Melsungen,FALSE,,,"Melsungen, Germany",Germany,F,N/A,N/A,N/A
Karl Friedrich Braun,41,$1.4B,Healthcare,Medical technology,Owner,medical device company B.,FALSE,,,"Melsungen, Germany",Germany,M,N/A,N/A,N/A
Ludwig Theodor Braun,34,$1.4B,Healthcare,Medical technology,Owner,medical device company B.,FALSE,,,"Melsungen, Germany",Germany,M,N/A,N/A,N/A
Chang Jing,41,$1.4B,Technology,Technology,chairman,"Beijing Roborock Technology,",TRUE,,,"Beijing, China",China,M,N/A,N/A,"Bachelor of Science, South China University of Technology"
Chen Kaichen,N/A,$1.4B,Manufacturing,Household chemicals,vice chairman,Guangzhou-headquartered Liby Group,TRUE,,,"Guangzhou, China",China,M,N/A,N/A,N/A
Ronald Clarke,68,$1.4B,Technology,payments technology,CEO,FleetCor Technologies,TRUE,,,"Duluth, Georgia",United States,M,Married,2,"Bachelor of Arts/Science, Colby College; Master of Business Administration, Cornell University"
Alberto Cortina,78,$1.4B,Finance & Investments,Investments,businessman,N/A,TRUE,,,"Madrid, Spain",Spain,M,Married,4,"Doctor of Jurisprudence, Universidad Complutense de Madrid"
Eduardo Costantini,77,$1.4B,Real Estate,Real estate,"founder , chairman",Museum of Latin American Art of Buenos Aires (MALBA).,TRUE,,,"Buenos Aires, Argentina",Argentina,M,Married,7,"Bachelor of Economics, Pontifical Catholic University of Argentina, Master of Arts in Quantitative Economics, University of East Anglia"
Weili Dai,62,$1.4B,Technology,Semiconductors,Co-founder and President,Marvell Technology,TRUE,8,,"Las Vegas, Nevada",United States,F,Married,2,"Bachelor of Arts/Science, University of California, Berkeley"
Diego Della Valle,70,$1.4B,Fashion & Retail,Shoes,CEO,Tod's Group,FALSE,,,"Sant'' Elpidio A Mare, Italy",Italy,M,Married,2,"Bachelor of Laws, University of Bologna"
Diona Teh Li Shian,N/A,$1.4B,Finance & Investments,Banking,Owner,Malaysian banking behemoth Public Bank for several decades.,FALSE,,,"Singapore, Singapore",Malaysia,F,N/A,N/A,N/A
Henry Engelhardt,66,$1.4B,Finance & Investments,Insurance,Chief Executive Officer,Admiral Group,TRUE,,,"Cardiff, United Kingdom",United States,M,Married,4,"Master of Business Administration, INSEAD; Bachelor of Arts/Science, University of Michigan"
Charles Ergen,71,$1.4B,Media & Entertainment,Satellite TV,Founder and Chairman,DISH Network,TRUE,8,1,"Denver, Colorado",United States,M,Married,5,"Bachelor of Arts/Science, University of Tennessee Knoxville; Master of Business Administration, Wake Forest University School of Business"
Fang Hongbo,57,$1.4B,Manufacturing,Home appliances,CEO,Midea Group,TRUE,,,"Shunde, China",China,M,N/A,N/A,"Bachelor of Arts, East China Normal University, EMBA, National University of Singapore"
Gary Friedman,66,$1.4B,Fashion & Retail,Furniture retail,"chairman , chief executive officer","home furnishings retailer Restoration Hardware, Inc",TRUE,9,,"Belvedere, California",United States,M,Married,2,"Drop Out, Santa Rosa Junior College"
Fu Guangming & family,70,$1.4B,Food & Beverage,Poultry,"chairman ,",Fujian Sunner Development,TRUE,,,"Nanping, China",China,M,Married,2,N/A
Ali Ghodsi,45,$1.4B,Technology,Data analytics,CEO,Databricks,TRUE,,,"San Francisco, California",Sweden,M,Married,N/A,"Doctorate, KTH Royal Institute of Technology; Master of Business Administration, Mid Sweden University; Master of Science in Engineering, Mid Sweden University"
Premchand Godha,77,$1.4B,Healthcare,Pharmaceuticals,"chairman ,","generics firm Ipca Labs,",TRUE,,,"Mumbai, India",India,M,Married,2,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Rajasthan"
Artur Grynbaum,55,$1.4B,Fashion & Retail,Cosmetics,Entrepreneur,N/A,TRUE,,,"Curitiba, Brazil",Brazil,M,Single,N/A,"Bachelor of Science, FAE Centro Universitário"
Gu Wei,59,$1.4B,Manufacturing,Consumer electronics,"chairman ,",Shenzhen MTC,TRUE,,,"Shenzhen, China",China,M,Married,2,"MBA, Cheung Kong Graduate School of Business"
Anil Gupta,64,$1.4B,Manufacturing,Cables,philosopher,"logic, epistemology",FALSE,,,"New Delhi, India",India,M,Married,1,"Bachelor of Science, University of London, Doctor of Philosophy, University of Pittsburgh"
Mustafa Hamied,83,$1.4B,Healthcare,Pharmaceuticals,"non-executive, vice chairman",Mumbai generics maker Cipla,FALSE,,,"Mumbai, India",India,M,Married,3,"Bachelor of Science, University of Mumbai"
Ayman Hariri,45,$1.4B,Construction & Engineering,"Construction, investments",CEO and co-founder,"social network Vero,",FALSE,,,"Paris, France",Lebanon,M,Married,3,"Bachelor of Arts/Science, Georgetown University"
He Zhenggang,70,$1.4B,Manufacturing,Chemicals,shareholder,N/A,TRUE,,,"Leshan, China",China,M,N/A,N/A,N/A
Heikki Herlin,37,$1.4B,Manufacturing,"Elevators, escalators",Heir,Kone fortune,FALSE,,,"Helsinki, Finland",Finland,M,Single,N/A,N/A
Niranjan Hiranandani,74,$1.4B,Real Estate,Real estate,Managing director,Hiranandani Group,TRUE,,,"Mumbai, India",India,M,Married,2,"Bachelor of Arts/Science, University of Mumbai"
Hua Xuande & family,80,$1.4B,Healthcare,Pharmaceuticals,chairman,"Zhejiang ZoneBanner Jiuzhou Group,",TRUE,,,"Taizhou, China",China,M,Married,N/A,N/A
Huang Shan,53,$1.4B,Technology,Software,N/A,N/A,TRUE,,,"Shenzhen, China",China,M,N/A,N/A,"Bachelor of Science, Wuhan University"
Clark Hunt & family,59,$1.4B,Sports,Kansas City Chiefs,"chairman , CEO",National Football League's Kansas,FALSE,,,"Dallas, Texas",United States,M,N/A,N/A,"Bachelor of Business Administration, Southern Methodist University"
Daniel Hunt & family,47,$1.4B,Sports,Kansas City Chiefs,owner,NFL's Kansas City,FALSE,,,"Dallas, Texas",United States,M,N/A,N/A,"Bachelor of Science, Southern Methodist University"
"Lamar Hunt, Jr. & family",67,$1.4B,Sports,Kansas City Chiefs,"president , owner",Kansas City Mavericks professional hockey team.,FALSE,,,"Leawood, Kansas",United States,M,N/A,N/A,"Bachelor of Music, University of Cincinnati College-Conservatory of Music, Master of Arts, Dallas Baptist University"
Sharron Hunt & family,66,$1.4B,Sports,Kansas City Chiefs,owner,NFL's Kansas City,FALSE,,,"Dallas, Texas",United States,F,N/A,N/A,N/A
Jin Lei,58,$1.4B,Healthcare,Pharmaceuticals,"founder , chairman",Beijing Balance Medical Technology,TRUE,,,"Changchun, China",China,M,Married,N/A,N/A
Cristina Junqueira,41,$1.4B,Finance & Investments,fintech,co-founder,Nubank,TRUE,,,"São Paulo, Brazil",Brazil,F,Married,2,"Master of Business Administration, Northwestern University's Kellogg School of Management; Bachelor of Engineering, Universidade de Sao Paulo"
Bachtiar Karim,66,$1.4B,Manufacturing,Palm oil,chairman,Musim Mas,FALSE,,,"Singapore, Singapore",Indonesia,M,Married,2,"Bachelor of Science, National University of Singapore"
Ke Zunhong & family,69,$1.4B,Healthcare,Pharmaceuticals,chairman,Chengdu Kanghong Pharmaceutical,TRUE,,,"Chengdu, China",China,M,Married,N/A,N/A
Brad Keywell,54,$1.4B,Technology,"Software, investments",CEO,Uptake,TRUE,8,,"Chicago, Illinois",United States,M,Divorced,2,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan"
Kim Jung-min,22,$1.4B,Media & Entertainment,Online gaming,"singer ,actor 
",N/A,FALSE,,,"Jeju, South Korea",South Korea,F,Single,N/A,N/A
Kim Jung-youn,20,$1.4B,Media & Entertainment,Online gaming,Owner,NXC,FALSE,,,"Jeju, South Korea",South Korea,F,Single,N/A,N/A
Jim Koch,74,$1.4B,Food & Beverage,Beer,"co-founder ,chairman",Boston Beer Company,TRUE,8,1,"Newton, Massachusetts",United States,M,Married,4,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University; Master of Business Administration, Harvard University"
Sergei Kolesnikov,52,$1.4B,Manufacturing,Building materials,businessman,N/A,TRUE,,,"Moscow, Russia",Russia,M,Married,4,"Master of Science, Moscow Institute of Physics and Technology"
Angelo Koo,58,$1.4B,Finance & Investments,Finance,Owner,"significant stake in China Development Financial Holding (CDF),",FALSE,,,"Taipei, Taiwan",Taiwan,M,Married,N/A,"Master of Business Administration, University of Pennsylvania"
Eduard Kucera,71,$1.4B,Technology,Software,co-founder,computer security company Avast along with Pavel Baudiš,TRUE,,,"Prague, Czech Republic",Czech Republic,M,Married,2,"Bachelor of Science, Charles University"
Ramesh Kunhikannan,60,$1.4B,Manufacturing,Electronics,"founder , managing director",electronics manufacturer Kaynes Technology,TRUE,,,"Mysore, India",India,M,Married,1,"Bachelor of Science, National Institute of Engineering, Mysore"
Eiichi Kuriwada,77,$1.4B,Logistics,Package delivery,presdient,SG Holdings,FALSE,,,"Osaka, Japan",Japan,M,Married,3,"High School Graduate, Arai High School"
Kwek Leng Keow,72,$1.4B,Diversified,Diversified,executive chairman,Singapore-listed Hong Leong Asia,FALSE,,,"Singapore, Singapore",Singapore,M,Widowed,3,N/A
Kwek Leng Peck,68,$1.4B,Diversified,Diversified,director,Developments Limited,FALSE,,,"Singapore, Singapore",Singapore,M,Married,N/A,N/A
Christopher Kwok,38,$1.4B,Real Estate,Real estate,chairman,Sun Hung Kai Propertie,FALSE,,,"Hong Kong, Hong Kong",Hong Kong,M,Married,1,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business"
Edward Kwok,43,$1.4B,Real Estate,Real estate,chairman,Sun Hung Kai Propertie,FALSE,,,"Hong Kong, Hong Kong",Hong Kong,M,N/A,N/A,N/A
Lai Jianfa,N/A,$1.4B,Logistics,Express delivery,"former director , executive vice president",express delivery firm ZTO Express,TRUE,,,"Shanghai, China",China,M,N/A,N/A,"Master of Business Administration, Fudan University"
Lee Hae-jin,56,$1.4B,Technology,Internet,founder,NAVER Corp.,TRUE,,,"Seoul, South Korea",South Korea,M,Married,2,"Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University"
Michael Lee-Chin,73,$1.4B,Finance & Investments,Mutual funds,"chairman ,CEO",Portland Holdings Inc,TRUE,,,"Burlington, Canada",Canada,M,Divorced,5,"Bachelor of Arts/Science, McMaster University"
Li Jiaquan,60,$1.4B,Manufacturing,Chemicals,chairman,"Lomon Group,",TRUE,,,"Chengdu, China",China,M,N/A,N/A,N/A
Li Min,58,$1.4B,Technology,Semiconductor,former Chinese politician,N/A,TRUE,,,"Fuzhou, China",China,M,N/A,N/A,N/A
Li Qiong,46,$1.4B,Media & Entertainment,online games,former wife,N/A,FALSE,,,"Beijing, China",China,F,Divorced,N/A,"Master of Science, Tianjin University"
Li Sze Lim,67,$1.4B,Real Estate,Real estate,"chairman , presdient","R&F Properties, Guangdong Charity Federation",TRUE,,,"Guangzhou, China",Hong Kong,M,Married,1,Chinese University of Hong Kong
Li Weiwei,47,$1.4B,Technology,Online games,politician,N/A,TRUE,,,"Shanghai, China",China,M,N/A,N/A,N/A
Li Xuhui,55,$1.4B,Food & Beverage,Soy sauce,"director , vice president",Foshan Haitian Flavouring and Food,TRUE,,,"Foshan, China",China,F,N/A,N/A,N/A
Lillian Teh Li Ming,N/A,$1.4B,Finance & Investments,Banking,chairman,Malaysian banking behemoth Public Bank for several decades,FALSE,,,N/A,Malaysia,F,N/A,N/A,N/A
Lillyn Teh Li Hua,N/A,$1.4B,Finance & Investments,Finance,chairman,Malaysian banking behemoth Public Bank for several decades,FALSE,,,N/A,Malaysia,F,N/A,N/A,N/A
Lim Chai Hock,64,$1.4B,Energy,Coal,"chief operating officer ,director","Bayan Resources,",TRUE,,,"Jakarta, Indonesia",Malaysia,M,N/A,N/A,N/A
Liu Gexin & family,72,$1.4B,Healthcare,Pharmaceuticals,chairman,Sichuan Kelun Pharmaceutical,TRUE,,,"Chengdu, China",China,M,Married,1,"Medical Doctor, Chongqing Universtiy"
Vincent Lo,76,$1.4B,Real Estate,Real estate,chairman,Hong Kong–based Shui On Group,FALSE,,,"Hong Kong, Hong Kong",Hong Kong,M,Married,2,"Bachelor of Arts/Economics, University of New South Wales"
Jeffrey Lorberbaum,69,$1.4B,Manufacturing,Flooring,CEO,Mohawk Industries,FALSE,5,,"Chattanooga, Tennessee",United States,M,Married,N/A,"Bachelor of Arts/Science, University of Denver"
Frederic Luddy,69,$1.4B,Technology,Software,Founder and Chief Product Officer,ServiceNow,TRUE,,,"San Diego, California",United States,M,Single,1,"Drop Out, Indiana University"
Luo Yangyong & family,48,$1.4B,Metals & Mining,Mining,chairman,mining company Sichuan Anning Iron and Titanium,TRUE,,,"Panzhihua, China",China,M,Married,N/A,"EMBA, Cheung Kong Graduate School of Business"
Frank McCourt,70,$1.4B,Sports,baseball,"teacher ,writer",N/A,TRUE,,,"Wellington, Florida",United States,M,N/A,N/A,"Bachelor of Science, Georgetown University"
Miao Yongjun,56,$1.4B,Healthcare,Clinical diagnostics,chairman,"Autobio Diagnostics, a clinical diagnostics company",TRUE,,,"Zhengzhou, China",China,M,N/A,N/A,N/A
Mario Moretti Polegato & family,71,$1.4B,Fashion & Retail,Shoes,entrepreneur,N/A,TRUE,,,"Crocetta del Montello, Italy",Italy,M,Married,1,N/A
Toshio Motoya,80,$1.4B,Service,Hotels,president,"APA Group,",TRUE,,,"Tokyo, Japan",Japan,M,Married,2,N/A
Mu Rongjun,44,$1.4B,Technology,E-commerce,Co-Founder,Meituan,TRUE,,,"Beijing, China",China,M,N/A,N/A,"Bachelor of Engineering, Tsinghua University; Master, Tsinghua University"
Marius Nacht,58,$1.4B,Technology,Software,founder,"Check Point Software Technologies, aMoon Fund",TRUE,,,"Tel Aviv, Israel",Israel,M,Married,N/A,"Bachelor of Arts/Science, Hebrew University, Jerusalem"
Nan Cunhui,60,$1.4B,Manufacturing,Power equipment,chairman,"Zhejiang Chint Electrics,",TRUE,,,"Wenzhou, China",China,M,Married,N/A,N/A
Randal Nardone,68,$1.4B,Finance & Investments,"Investments, energy",owner,natural gas infrastructure firm New Fortress Energy,TRUE,,,"New York, New York",United States,M,Married,1,"Doctor of Jurisprudence, Boston University; Bachelor of Arts/Science, University of Connecticut"
Paul Novelly & family,80,$1.4B,Energy,Oil,owner,"Apex Oil, a petroleum products distribution",TRUE,,,"Boca Raton, Florida",United States,M,Married,4,"Bachelor of Science, St. Louis University"
Femi Otedola,61,$1.4B,Energy,Energy and Utilities,executive chairman,Geregu Power PLC,TRUE,,,"Lagos, Nigeria",Nigeria,M,Married,4,"Bachelor of Science, Obafemi Awolowo University"
Pan Laican,N/A,$1.4B,Food & Beverage,Soy sauce,N/A,N/A,TRUE,,,"foshan, China",China,M,N/A,N/A,N/A
David Paul,57,$1.4B,Healthcare,Medical devices,Founder and Executive Chairman,Globus Medical,TRUE,8,,"Audubon, Pennsylvania",United States,M,Married,N/A,"Master of Science, Temple University; Bachelor of Arts/Science, University of Madras"
Adrian Paval,55,$1.4B,Fashion & Retail,Retail,founder,Dedeman,TRUE,,,"Bacau, Romania",Romania,M,Married,N/A,N/A
Tyler Perry,54,$1.4B,Media & Entertainment,"Movies, television",Director,Television,TRUE,,,"Atlanta, Georgia",United States,M,In Relationship,1,N/A
Marie-Hélène Peugeot-Roncoroni & family,63,$1.4B,Finance & Investments,"Peugeot, investments",business executive,N/A,FALSE,,,"Paris, France",France,F,Married,4,N/A
